Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Descripción del proyecto;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible;Re. Pte. Util.;C. Autorizado;C. Dispuesto;Obl. Reconoc.;C. Ordenado;Pagos Real
;;001;032;13201;62600;2014/000364;2014/000364;SISTEMA PORTABLE DE TRANSMISIÓN DE VÍDEO POLICÍA MUNICIPAL. ADQUISICIÓN;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;3.603,38;3.603,38;0,00;0,00;3.603,38;3.603,38;3.603,38;0,00;3.603,38
;;001;032;13201;62601;2014/000409;2014/000409;DISPOSITIVO DE SEGURIDAD SERVIDOR SERVICIO DE MICROSTRATEGY POLICÍA MUNICIPAL;999;NO DISTRITALIZABLE;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;400,00;400,00;400,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;032;13201;62902;2014/000087;2014/000087;CABALLOS Y PERROS PARA LA POLICÍA MUNICIPAL. ADQUISICIÓN;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;40.000,00;-40.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;032;13201;62999;2014/000086;2014/000086;ARMAS PARA LOS SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;315.768,00;793.100,00;1.108.868,00;38,52;0,00;1.108.829,48;1.108.829,48;1.108.829,48;0,00;1.108.829,48
;;001;032;13201;62999;2014/000092;2014/000092;ETILÓMETROS PARA LA POLICÍA MUNICIPAL. ADQUISICIÓN;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;75.000,00;9.044,00;84.044,00;7,68;0,00;84.036,32;84.036,32;84.036,32;0,00;0,00
;;001;032;13201;62999;2014/000304;2014/000304;INSTRUMENTOS PARA LA BANDA DE POLICÍA MUNICIPAL;999;NO DISTRITALIZABLE;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;21.776,00;21.776,00;0,80;0,00;21.775,20;21.775,20;21.775,20;0,00;21.775,20
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;032;13501;62500;2011/000411;2011/000411;EQUIPAMIENTO PARQUES DE BOMBEROS;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;4.797,18;4.797,18;4.561,17;0,00;236,01;236,01;0,00;0,00;0,00
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;032;13501;62500;2011/000411;2013/000348;EQUIPAMIENTO PARQUE DE BOMBEROS Nº 2, C/ RUFINO BLANCO, 4;204;SALAMANCA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;11.136,46;11.136,46;0,00;0,00;11.136,46;11.136,46;11.136,46;0,00;11.136,46
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;032;13501;62500;2011/000411;2013/000349;EQUIPAMIENTO PARQUE DE BOMBEROS Nº 5, Pº SANTA MARÍA DE LA CABEZA, 95;212;USERA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;9.994,26;9.994,26;0,00;0,00;9.994,26;9.994,26;9.994,26;0,00;9.994,26
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;032;13501;62500;2011/000411;2013/000350;EQUIPAMIENTO PARQUE DE BOMBEROS º 10, C/ SAN NORBERTO, 56;217;VILLAVERDE;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;6.853,21;6.853,21;0,00;0,00;6.853,21;6.853,21;6.853,21;0,00;6.853,21
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;032;13501;62500;2011/000411;2013/000354;EQUIPAMIENTO PARQUE DE BOMBEROS Nº 1, C/ SANTA ENGRACIA, 118;207;CHAMBERI;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;7.995,41;7.995,41;0,00;0,00;7.995,41;7.995,41;7.995,41;0,00;7.995,41
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;032;13501;62500;2011/000411;2013/000355;EQUIPAMIENTO PARQUE DE BOMBEROS Nº 3, GLORIETA PUERTA DE TOLEDO, 6;201;CENTRO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;6.853,21;6.853,21;0,00;0,00;6.853,21;6.853,21;6.853,21;0,00;6.853,21
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;032;13501;62500;2011/000411;2013/000356;EQUIPAMIENTO PARQUE DE BOMBEROS Nº 4, C/ EMILIA, 36;206;TETUAN;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;6.853,21;6.853,21;0,00;0,00;6.853,21;6.853,21;6.853,21;0,00;6.853,21
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;032;13501;62500;2011/000411;2013/000357;EQUIPAMIENTO PARQUE DE BOMBEROS Nº 6, C/ IMPERIAL, 8;201;CENTRO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;5.996,55;5.996,55;0,00;0,00;5.996,55;5.996,55;5.996,55;0,00;5.996,55
;;001;035;15102;60000;2006/000955;2006/000955;ADQUISICIÓN DE SUELO EN POLÍGONO 56 DE LA AVENIDA DE LA PAZ;202;ARGANZUELA;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;3.284.170,74;3.284.170,74;0,00;0,00;3.284.170,74;3.284.170,74;3.284.170,74;0,00;3.284.170,74
;;001;035;15102;60000;2008/000486;2008/000486;ADQUISICIÓN DE SUELO VALLEUNCOSO Y LAS PILILLAS;214;MORATALAZ;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;67.322,25;67.322,25;0,00;0,00;67.322,25;67.322,25;67.322,25;0,00;0,00
;;001;035;15102;60000;2008/000918;2008/000918;ADQUISICIÓN SUELO CAMINO DE LA CUERDA;216;HORTALEZA;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;4.430.954,99;4.430.954,99;0,00;0,00;4.430.954,99;4.430.954,99;4.430.954,99;0,00;4.430.954,99
;;001;035;15102;60000;2010/000192;2010/000192;ADQUISICIÓN SUELO AV.DE LOS POBLADOS, 78 C/V. CONSUELO GUZMÁN;211;CARABANCHEL;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;82.951,62;82.951,62;82.951,62;0,00;0,00;0,00;0,00;0,00;0,00
;;001;035;15102;60000;2010/000193;2010/000193;ADQUISICIÓN DE SUELO AV. DE ENTREVÍAS C/V. C/SIERRA CONTRAVIESA, 2;213;PUENTE DE VALLECAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;2.449,25;2.449,25;0,00;0,00;2.449,25;2.449,25;2.449,25;0,00;0,00
;;001;035;15102;60000;2010/000424;2010/000424;ADQUISICIÓN DE SUELO PZA. VILLAFRANCA DE LOS BARROS Y PZA. DE CIEZA;208;FUENCARRAL-EL PARDO;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;1.098.260,77;1.098.260,77;0,00;0,00;1.098.260,77;1.098.260,77;1.098.260,77;0,00;1.072.648,76
;;001;035;15102;60000;2010/000425;2010/000425;ADQUISICIÓN DE SUELO CAMINO DEL BARRIAL;209;MONCLOA-ARAVACA;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;1.326.751,00;73.841,88;1.400.592,88;0,00;0,00;1.400.592,88;1.400.592,88;1.400.592,88;0,00;1.326.750,76
;;001;035;15102;60000;2010/000439;2010/000439;ADQUISICIÓN SUELO AVENÍDA DE ARAGÓN, 292;220;SAN BLAS-CANILLEJAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;5.210,71;5.210,71;0,00;0,00;5.210,71;5.210,71;5.210,71;0,00;5.210,71
;;001;035;15102;60000;2011/000277;2011/000277;DERRIBOS EN ÁMBITOS DE EXPROPIACIÓN;998;VARIOS DISTRITOS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;1.144.440,00;-1.138.216,79;6.223,21;6.223,21;0,00;0,00;0,00;0,00;0,00;0,00
;;001;035;15102;60000;2011/000277;2012/000424;DEMOLICIÓN EDIFICACIONES EN C/ LUNA, 32;201;CENTRO;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;42.720,15;42.720,15;0,00;0,00;42.720,15;42.720,15;0,00;0,00;0,00
;;001;035;15102;60000;2011/000277;2013/000306;DEMOLICIÓN EDIFICACIONES C/MERCEDES SANZ, MERCEDES ANTÓN Y Cº VIEJO DE VICÁLVARO;214;MORATALAZ;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;78.934,21;78.934,21;0,00;0,00;78.934,21;78.934,21;78.527,97;0,00;78.527,97
;;001;035;15102;60000;2011/000277;2014/000218;DEMOLICIÓN CASETA C/ SAN ENRIQUE DE OSSO C/V. A AGATHA CRISTIE;216;HORTALEZA;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;16.204,98;16.204,98;0,00;0,00;16.204,98;16.204,98;15.576,35;0,00;15.576,35
;;001;035;15102;60000;2011/000277;2014/000306;DEMOLICIÓN RESTO EDIFICACIONES EN AV. PABLO IGLESIAS, 100;206;TETUAN;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;29.749,50;29.749,50;0,00;0,00;29.749,50;29.749,50;29.420,56;0,00;29.420,56
;;001;035;15102;60000;2011/000277;2014/000307;DEMOLICIÓN EDIFICACIONES EN CAMINO VIEJO DE POZUELO, 13 Y 15;209;MONCLOA-ARAVACA;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;78.105,03;78.105,03;0,00;0,00;78.105,03;78.105,03;76.591,84;0,00;76.591,84
;;001;035;15102;60000;2011/000277;2014/000347;DEMOLICIÓN INSTALACIONES EN C/TROMPAS, 19;210;LATINA;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;64.045,66;64.045,66;0,00;0,00;64.045,66;64.045,66;64.045,66;0,00;64.045,66
;;001;035;15102;60000;2011/000277;2014/000348;DEMOLICIÓN EDIFICACIONES Cº VIEJO DE POZUELO, S/N, PARQUE DISTRITAL ARAVACA-SUR;209;MONCLOA-ARAVACA;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;56.259,07;56.259,07;0,00;0,00;56.259,07;56.259,07;54.056,40;0,00;54.056,40
;;001;035;15102;60000;2011/000277;2014/000354;DERRIBOS CARRETERA DE VICÁLVARO A VALLECAS C/V BRUNO ABUNDEZ, 54;213;PUENTE DE VALLECAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;257.667,14;257.667,14;0,00;0,00;257.667,14;257.667,14;257.667,14;0,00;257.667,14
;;001;035;15102;60000;2011/000277;2014/000415;DEMOLICIÓN EDIFICACIONES C/ ARIES, 23, 25 Y 27-29;221;BARAJAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;13.211,58;13.211,58;0,00;0,00;13.211,58;13.211,58;12.711,29;0,00;12.711,29
;;001;035;15102;60000;2011/000277;2014/000447;DEMOLICIÓN EDIFICACIONES CALLES LUMBRALES, HUELGA Y NAVAMURES;218;VILLA DE VALLECAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;29.319,47;29.319,47;0,00;0,00;29.319,47;29.319,47;28.945,80;0,00;28.945,80
;;001;035;15102;60000;2011/000277;2014/000450;DEMOLICIÓN EDIFICACIONES C/ PÁRROCO EUSEBIO CUENCA FRENTE AL Nº 54-58;202;ARGANZUELA;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;30.000,00;30.000,00;0,00;0,00;30.000,00;30.000,00;0,00;0,00;0,00
;;001;035;15102;60000;2011/000277;2014/000460;DEMOLICIÓN EDIFICACIONES C/ MUNTADAS Y C/ JOAQUÍN TURINA;210;LATINA;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;20.000,00;20.000,00;0,00;0,00;20.000,00;20.000,00;19.701,12;0,00;0,00
;;001;035;15102;60000;2012/000187;2012/000187;ADQUISICIÓN SUELO APE 20.10 COLONIA FIN DE SEMANA;220;SAN BLAS-CANILLEJAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;981.440,00;0,00;981.440,00;0,88;0,00;981.439,12;981.439,12;981.439,12;0,00;0,00
;;001;035;15102;60000;2012/000338;2012/000338;ADQUISICIÓN SUELO EN AVDA. DAROCA;219;VICALVARO;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;1.213.813,10;1.213.813,10;0,00;0,00;1.213.813,10;1.213.813,10;1.213.813,10;0,00;871.653,38
;;001;035;15102;60000;2012/000388;2012/000388;ADQUISICIÓN DE SUELO VÍA CARPETANA;211;CARABANCHEL;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;18.409,24;18.409,24;0,00;0,00;18.409,24;18.409,24;18.409,24;0,00;18.409,24
;;001;035;15102;60000;2013/000157;2013/000157;ADQUISICIÓN SUELO AVENIDA DE LOS POBLADOS, 6;210;LATINA;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;4.751,04;4.751,04;0,00;0,00;4.751,04;4.751,04;4.751,04;0,00;4.751,04
;;001;035;15102;60000;2013/000257;2013/000257;ADQUISICIÓN DE SUELO EN C/EUGENIA DE MONTIJO (ACTUACIÓN AISLADA);211;CARABANCHEL;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;108.208,45;108.208,45;0,00;0,00;108.208,45;108.208,45;108.208,45;0,00;0,00
;;001;035;15102;60000;2013/000322;2013/000322;ADQUISICIÓN DE SUELO C/ ZARZAMORA, 20;211;CARABANCHEL;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;3.046,00;5.877,19;8.923,19;0,00;0,00;8.923,19;8.923,19;8.923,19;0,00;8.030,88
;;001;035;15102;60000;2013/000324;2013/000324;ADQUISICIÓN DE SUELO AVDA. CARDENAL HERRERA ORIA, 79;208;FUENCARRAL-EL PARDO;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;104.986,72;104.986,72;0,00;0,00;104.986,72;104.986,72;104.986,72;0,00;104.986,72
;;001;035;15102;60000;2013/000327;2013/000327;ADQUISICIÓN DE SUELO CARRETERA DE TOLEDO - SITIO CERRO DE LA PLATA;217;VILLAVERDE;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;70.046,12;70.046,12;0,00;0,00;70.046,12;70.046,12;70.046,12;0,00;0,00
;;001;035;15102;60000;2013/000328;2013/000328;ADQUISICIÓN DE SUELO C/ JUAN DE ANDRÉS, 9;209;MONCLOA-ARAVACA;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;7.579,43;7.579,43;0,00;0,00;7.579,43;7.579,43;7.579,43;0,00;0,00
;;001;035;15102;60000;2013/000402;2013/000402;ADQUISICIÓN DE SUELO EL ARENAL Y ARROYO DEL PALOMAR DE LA RIBERA;213;PUENTE DE VALLECAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;124.806,14;124.806,14;0,00;0,00;124.806,14;124.806,14;124.806,14;0,00;124.806,14
;;001;035;15102;60000;2014/000002;2014/000002;ADQUISICIÓN DE SUELO PARA ZONAS VERDES Y VIARIO;998;VARIOS DISTRITOS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;1.783.670,00;-1.783.670,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;035;15102;60000;2014/000128;2014/000128;"ADQUISICIÓN SUELO PERI LA ALEGRÍA ""BARRIO BATERÍAS""";215;CIUDAD LINEAL;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;59.341,00;-59.341,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;035;15102;60000;2014/000135;2014/000135;ADQUISICIÓN DE SUELO CAMINO DE VASARES, S/N;218;VILLA DE VALLECAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;2.113.970,00;-255.441,75;1.858.528,25;0,00;0,00;1.858.528,25;1.858.528,25;1.858.528,25;0,00;660.353,54
;;001;035;15102;60000;2014/000143;2014/000143;ADQUISICIÓN DE SUELO C/ PRÍNCIPE DE VERGARA, 250;205;CHAMARTIN;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;331.991,00;-0,69;331.990,31;0,00;0,00;331.990,31;331.990,31;331.990,31;0,00;331.990,31
;;001;035;15102;60000;2014/000150;2014/000150;ADQUISICIÓN DE SUELO C/ ISLAS BAHAMAS, S/N;208;FUENCARRAL-EL PARDO;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;145.810,00;118.809,22;264.619,22;118.809,61;0,00;145.809,61;145.809,61;145.809,61;0,00;0,00
;;001;035;15102;60000;2014/000152;2014/000152;ADQUISICIÓN DE SUELO POLÍGONO 12 VILLAVERDE (TORDEGRILLOS);217;VILLAVERDE;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;1.344.724,00;-0,93;1.344.723,07;0,00;0,00;1.344.723,07;1.344.723,07;1.344.723,07;0,00;1.344.723,07
;;001;035;15102;60000;2014/000153;2014/000153;ADQUISICIÓN DE SUELO C/ ENRIQUE VELASCO, 50;213;PUENTE DE VALLECAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;204.968,00;2.821,88;207.789,88;0,00;0,00;207.789,88;207.789,88;207.789,88;0,00;204.967,38
;;001;035;15102;60000;2014/000154;2014/000154;ADQUISICIÓN DE SUELO CAMINO VIEJO DE COSLADA A BARAJAS, 12;220;SAN BLAS-CANILLEJAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;1.467.176,00;-0,96;1.467.175,04;0,00;0,00;1.467.175,04;1.467.175,04;1.467.175,04;0,00;1.467.175,04
;;001;035;15102;60000;2014/000155;2014/000155;ADQUISICIÓN DE SUELO POLÍGONO 10 DE BARAJAS;220;SAN BLAS-CANILLEJAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;1.054.694,00;-0,79;1.054.693,21;0,00;0,00;1.054.693,21;1.054.693,21;1.054.693,21;0,00;1.054.693,21
;;001;035;15102;60000;2014/000157;2014/000157;ADQUISICIÓN DE SUELO C/ MIRAVALLES, 6;209;MONCLOA-ARAVACA;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;308.826,00;-0,54;308.825,46;0,00;0,00;308.825,46;308.825,46;308.825,46;0,00;308.825,46
;;001;035;15102;60000;2014/000158;2014/000158;ADQUISICIÓN DE SUELO C/ AMADEO FERNÁNDEZ S/N;217;VILLAVERDE;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;5.012.918,00;112.401,88;5.125.319,88;0,00;0,00;5.125.319,88;5.125.319,88;5.125.319,88;0,00;5.012.917,06
;;001;035;15102;60000;2014/000159;2014/000159;ADQUISICIÓN SUELO Cº DE VASARES Y PZA. CONVIVENCIA. VIARIO Y ZONA VERDE;218;VILLA DE VALLECAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;633.213,00;-0,33;633.212,67;0,00;0,00;633.212,67;633.212,67;633.212,67;0,00;633.212,67
;;001;035;15102;60000;2014/000161;2014/000161;ADQUISICIÓN DE SUELO BARRIO DE VALDEMARÍN;209;MONCLOA-ARAVACA;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;1.404.098,00;-0,53;1.404.097,47;0,00;0,00;1.404.097,47;1.404.097,47;1.404.097,47;0,00;643.544,66
;;001;035;15102;60000;2014/000162;2014/000162;ADQUISICIÓN DE SUELO BARRIO DE LA ESTACIÓN - AV. GENERAL FANJUL;210;LATINA;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;393.504,00;39.456,46;432.960,46;0,00;0,00;432.960,46;432.960,46;432.960,46;0,00;431.219,00
;;001;035;15102;60000;2014/000173;2014/000173;ADQUISICIÓN DE SUELO Cº DEL POZO DEL TÍO RAIMUNDO, S/N (USO GENERAL);218;VILLA DE VALLECAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;9.526.252,88;9.526.252,88;239,61;0,00;9.526.013,27;9.526.013,27;9.526.013,27;0,00;9.526.013,27
;;001;035;15102;60000;2014/000214;2014/000214;ADQUISICIÓN DE SUELO PARQUE MUNICIPAL DE VICÁLVARO (PARQUE CASALARREINA);219;VICALVARO;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;3.225.927,18;3.225.927,18;0,00;0,00;3.225.927,18;3.225.927,18;3.225.927,18;0,00;3.225.927,18
;;001;035;15102;60000;2014/000341;2014/000341;ADQUISICIÓN SUELO C/RAMIREZ TOMÉ, 4;213;PUENTE DE VALLECAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;035;15102;60000;2014/000342;2014/000342;ADQUISICIÓN SUELO CAMINO ALTO DE SAN ISIDRO OESTE API 11.17. VIARIO Y ZONA VERDE;211;CARABANCHEL;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;77.598,00;77.598,00;0,00;3.527,21;74.070,79;74.070,79;74.070,79;0,00;0,00
;;001;035;15102;60000;2014/000394;2014/000394;ADQUISICIÓN DE SUELO C/ DE LOS CONCEJALES;208;FUENCARRAL-EL PARDO;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;86.578,39;86.578,39;86.578,39;0,00;0,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;035;15102;60000;2003/001178;2003/001178;ADQUISICIÓN SUELO HUERTA DEL OBISPO. ZONA VERDE;206;TETUAN;06;URBANISMO;00;ADQUISICIÓN SUELO PARA INFRASTRUCTURAS Y USO GENER;;;;;;;0,00;215.362,82;215.362,82;188.347,31;0,00;27.015,51;27.015,51;27.015,51;0,00;27.015,51
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;035;15102;60000;2005/000090;2005/110090;ADQUISICIÓN SUELO EN CALLE ORIÓN. VIARIO;221;BARAJAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;132.573,76;132.573,76;2.874,74;0,00;129.699,02;129.699,02;129.699,02;0,00;73.454,03
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;035;15102;60000;2008/000486;2008/000486;ADQUISICIÓN DE SUELO VALLEUNCOSO Y LAS PILILLAS;214;MORATALAZ;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;1.799.330,40;1.799.330,40;0,00;0,00;1.799.330,40;1.799.330,40;1.799.330,40;0,00;264.187,40
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;035;15102;60000;2012/000187;2012/000187;ADQUISICIÓN SUELO APE 20.10 COLONIA FIN DE SEMANA;220;SAN BLAS-CANILLEJAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;13.186,75;13.186,75;13.186,75;0,00;0,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;035;15102;60000;2013/000246;2013/000246;ADQUISICIÓN DE SUELO ACTUACIÓN AISLADA C/ ISLAS ANTÍPODAS Y C/ SARDINETA;208;FUENCARRAL-EL PARDO;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;275.835,55;275.835,55;0,00;0,00;275.835,55;275.835,55;275.835,55;0,00;275.835,55
;;001;035;15102;60600;2011/000280;2011/000280;URBANIZACIÓN DE SUELO EN EL TÉRMINO MUNICIPAL DE MADRID;998;VARIOS DISTRITOS;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;124.848,00;-124.848,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;035;15102;60600;2011/000280;2014/000373;C/ GALLUR C/V. C/ CUART DE POBLET. OBRAS DE URBANIZACIÓN;210;LATINA;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;0,00;40.000,00;40.000,00;0,00;0,00;40.000,00;40.000,00;39.965,90;0,00;0,00
