Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Descripción proyecto de inversión;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado ;C. Dispuesto;Obl. Reconoc. ;C. Ordenado ;Pagos Real;
4;SC Y CE FINANC. CON RTG;001;057;93303;63200;2018/008275;2018/008275;IFS-CENTRO DEPORTIVO LA MASÓ. PANELES SOLARES TÉRMICOS Y FOTOVOLTAICOS Y REFORMA ELÉCTRICA (ID: 1517);208;FUENCARRAL-EL PARDO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;150000,00;150000,00;227,77;0,00;149772,23;149772,23;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;057;93303;63200;2018/008276;2018/008276;IFS-CENTRO DEPORTIVO CASA DE CAMPO. SOLARES TÉRMICOS Y FOTOVOLTAICOS Y REFORMA ELÉCTRICA (ID: 1517);209;MONCLOA-ARAVACA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;80000,00;80000,00;11705,40;0,00;68294,60;68294,60;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;057;93303;63200;2018/008277;2018/008277;IFS-CENTRO CULTURAL SANCHINARRO. PANELES SOLARES TÉRMICOS Y FOTOVOLTAICOS Y REFORMA ELÉCTRICA (ID: 1517);216;HORTALEZA;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;100000,00;100000,00;172,07;0,00;99827,93;99827,93;99827,93;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;057;93303;63200;2018/008278;2018/008278;IFS-EDIFICIO SEDE DISTRITO HORTALEZA. PANELES FOTOVOLTAICOS Y REFORMA ELÉCTRICA (ID: 1603);216;HORTALEZA;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;100000,00;100000,00;309,23;0,00;99690,77;99690,77;11243,96;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;057;93303;63200;2018/008279;2018/008279;IFS-CENTRO CULTURAL EDUARDO ÚRCULO. FOTOVOLTAICOS, CUBIERTAS VERDES Y REFORMA ELÉCTRICA (ID: 2601);206;TETUAN;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;270000,00;270000,00;684,37;0,00;269315,63;269315,63;174610,56;0,00;73136,27;
;;001;067;13000;63200;2016/000081;2016/000081; EDIFICIOS SERVICIOS DE BOMBEROS. OBRAS DE REFORMA;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;1001116,00;-1000551,73;564,27;564,27;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;067;13000;63200;2016/000081;2016/050081; PARQUE BOMBEROS Nº 7, AVDA. DE HELLÍN, 52. OBRAS DE REFORMA INTEGRAL;220;SAN BLAS-CANILLEJAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;1000551,73;1000551,73;0,00;0,00;1000551,73;1000551,73;1000551,73;0,00;1000551,73;
;;001;067;13000;63200;2016/000082;2016/000082; EDIFICIOS SERVICIOS POLICÍA MUNICIPAL Y SAMUR. OBRAS DE REFORMA;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;44381,00;-36858,29;7522,71;7522,71;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;067;13000;63200;2016/000082;2016/250082; UNIDAD INTEGRAL POLICÍA MUNICIPAL LATINA. OBRAS DE REFORMA;210;LATINA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;4067,42;4067,42;0,00;0,00;4067,42;4067,42;4067,06;0,00;4067,06;
;;001;067;13000;63200;2016/000082;2017/000686; EDIFICIO PABELLÓN DE CÓRDOBA DE LA FERIA DEL CAMPO. OBRAS DE REHABILITACIÓN;209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;25440,46;25440,46;0,00;0,00;25440,46;25440,46;25440,46;0,00;25440,46;
;;001;067;13000;63200;2017/000006;2017/000006; EDIFICIOS SERVICIOS POLICÍA MUNICIPAL Y SAMUR. OBRAS DE REFORMA;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;121543,00;-121183,73;359,27;359,27;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;067;13000;63200;2017/000006;2017/060006; PABELLÓN USA, RONDA DEL LAGO, 6. OBRAS DE ACOMETIDA ELÉCTRICA;209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;121183,73;121183,73;0,00;0,00;121183,73;121183,73;121183,73;0,00;121183,73;
;;001;067;13000;63200;2018/000001;2018/000001; EDIFICIOS SERVICIOS POLICÍA MUNICIPAL Y SAMUR. OBRAS DE REFORMA;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;124129,00;-124129,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;067;13000;63200;2018/000001;2018/040001; UNIDAD INTEGRAL POLICÍA MUNICIPAL PUENTE DE VALLECAS. ADECUACIÓN DE MARQUESINA;213;PUENTE DE VALLECAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;15685,54;15685,54;0,00;0,00;15685,54;15685,54;15138,23;0,00;6880,68;
;;001;067;13000;63200;2018/000002;2018/000002; EDIFICIOS SERVICIOS BOMBEROS Y CENTRO FORMACIÓN SEGURIDAD Y EMERGENCIAS. OBRAS DE REFORMA;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;322381,00;-322381,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;067;13000;63200;2018/000002;2018/020002; PARQUE BOMBEROS Nº 7, AVENIDA DE HELLÍN, 52. OBRAS DE REFORMA ESTRUCTURAL;220;SAN BLAS-CANILLEJAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;83019,90;83019,90;0,00;0,00;83019,90;83019,90;83019,90;0,00;83019,90;
;;001;067;13000;63200;2018/000002;2018/030002; CENTRO INTEGRAL FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. OBRAS MEJORA ASCENSOR;210;LATINA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;31113,79;31113,79;0,00;0,00;31113,79;31113,79;31087,87;0,00;31087,87;
;;001;067;13000;63200;2018/000002;2018/040002; PARQUE PROVISIONAL DE BOMBEROS Nº 7, C/ AQUITANIA, 36. DESMONTAJE CASETAS;220;SAN BLAS-CANILLEJAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;24041,20;24041,20;0,00;0,00;24041,20;24041,20;24041,20;0,00;24041,20;
;;001;067;13000;63200;2018/000002;2018/050002; CENTRO INTEGRAL FORMACIÓN SEGURIDAD Y EMERGENCIAS. REFORMA VESTUARIOS Y PABELLÓN;210;LATINA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;299999,98;299999,98;0,00;0,00;299999,98;299999,98;299999,98;0,00;0,00;
;;001;067;13000;63200;2018/001251;2018/001251; EDIFICIO C/ PRÍNCIPE DE VERGARA, 140. ADECUACIÓN DE ESPACIOS;205;CHAMARTIN;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;3000,00;3000,00;12,28;0,00;2987,72;2987,72;0,00;0,00;0,00;
;;001;067;13000;63301;2018/000004;2018/000004; EDIFICIO C/ PRINCIPE DE VERGARA 140. INSTALACIONES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;1142,00;1000,00;2142,00;1231,47;0,00;910,53;910,53;910,53;0,00;910,53;
;;001;067;13001;62301;2018/001153;2018/001153; CENTRO INTEGRAL FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. INSTALACIONES TÉCNICAS;210;LATINA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;3800,00;3800,00;18,42;0,00;3781,58;3781,58;3781,58;0,00;1887,60;
;;001;067;13001;62599;2018/001155;2018/001155; EQUIPAMIENTO CENTRO INTEGRAL FORMACIÓN DE SEGURIDAD Y EMERGENCIAS;210;LATINA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;13935,00;13935,00;599,80;0,00;13335,20;13335,20;13335,20;0,00;6380,12;
;;001;067;13001;63200;2018/001154;2018/001154; CENTRO INTEGRAL FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. REFORMA Y MEJORA;210;LATINA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;10500,00;10500,00;474,89;0,00;10025,11;10025,11;7567,30;0,00;2139,44;
;;001;067;13001;63600;2018/001149;2018/001149; CENTRO INTEGRAL FORMACIÓN DE SEGURIDAD Y EMERGENCIAS. EQUIPOS DE COMUNICACIÓN;210;LATINA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;8900,00;8900,00;54,33;0,00;8845,67;8845,67;8845,66;0,00;4967,25;
;;001;067;13201;62302;2018/001223;2018/001223; SERVICIOS POLICÍA MUNICIPAL. DESFIBRILADORES;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;5769,28;5769,28;0,00;0,00;5769,28;5769,28;5769,28;0,00;0,00;
;;001;067;13201;62302;2018/001284;2018/001284; ÚTILES Y HERRAMIENTAS PARA LOS SERVICIOS DE LA POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;5742,00;5742,00;5742,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;067;13201;62400;2018/001241;2018/001241; MOTOS CAMUFLADAS PARA EL GRUPO DE ESCOLTAS DE LA POLICÍA MUNICIPAL. ADQUISICIÓN;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;23800,00;23800,00;88,84;0,00;23711,16;23711,16;23711,16;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;067;13201;62400;2018/006753;2018/006753;IFS-FURGONETAS 8/9 PLAZAS  PARA LOS SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;269960,00;269960,00;0,00;0,00;269960,00;0,00;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;067;13201;62400;2018/006754;2018/006754;IFS-VEHÍCULOS PATRULLEROS GAS NATURAL COMPRIMIDO PARA LOS SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;205201,00;205201,00;0,00;0,00;205201,00;0,00;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;067;13201;62400;2018/006755;2018/006755;IFS-VEHÍCULOS PATRULLEROS HÍBRIDOS PARA LOS SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;2284760,00;2284760,00;1,70;0,00;2284758,30;0,00;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;067;13201;62400;2018/006756;2018/006756;IFS-VEHÍCULOS PATRULLEROS HÍBRIDOS CON MAMPARA DE DETENIDOS PARA LOS SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;1646085,00;1646085,00;0,00;0,00;1646085,00;0,00;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;067;13201;62400;2018/006757;2018/006757;IFS-VEHÍCULOS PATRULLEROS ELECTRICOS PARA LOS SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;271120,00;271120,00;0,00;0,00;271120,00;0,00;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;067;13201;62400;2018/006758;2018/006758;IFS-VEHÍCULOS TODO TERRENOS GAS LICUADO DEL PETRÓLEO PARA LOS SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;1039220,00;1039220,00;0,00;0,00;1039220,00;0,00;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;067;13201;62400;2018/006759;2018/006759;IFS-VEHÍCULOS PARA LA UNIDAD DE APOYO A LA SEGURIDAD  SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;402322,00;402322,00;0,63;402321,37;0,00;0,00;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;067;13201;62400;2018/006763;2018/006763;IFS-BICICLETAS ELÉCTRICAS PARA LOS SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;18100,00;18100,00;4088,20;0,00;14011,80;14011,80;14011,80;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;067;13201;62400;2018/006764;2018/006764;IFS-CAMIONES PARA TRASLADO DE CABALLOS CON DESTINO AL ESCUADRÓN DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;340000,00;340000,00;0,00;0,00;340000,00;0,00;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;067;13201;62400;2018/006765;2018/006765;IFS-AUTOBÚS PARA DESPLAZAMIENTO DE LOS COMPONENTES POLICIALES. SEGURIDAD EVENTOS;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;45000,00;45000,00;45000,00;0,00;0,00;0,00;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;067;13201;62400;2018/006766;2018/006766;IFS-VEHÍCULO CON OFICINA MÓVIL CON DESTINO A LA UNIDAD DE GESTIÓN DE LA DIVERSIDAD;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;41200,00;41200,00;0,00;0,00;41200,00;0,00;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;067;13201;62400;2018/006767;2018/006767;IFS-VEHÍCULOS DE REPRESENTACIÓN CON DESTINO A LA UNIDAD ESPECIAL DE TRÁFICO;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;65400,00;65400,00;0,00;0,00;65400,00;0,00;0,00;0,00;0,00;
;;001;067;13201;62500;2018/000124;2018/000124; EQUIPAMIENTO PARA LAS UNIDADES Y DEPENDENCIAS DE LA POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;750000,00;-204976,84;545023,16;545023,16;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;067;13201;62500;2018/000124;2018/010124; EQUIPAMIENTO DEPENDENCIAS UNIDAD ESPECIAL DE TRÁFICO POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;1113,20;1113,20;0,00;0,00;1113,20;1113,20;1113,20;0,00;0,00;
;;001;067;13201;62500;2018/000124;2018/020124; SERVICIOS ADMINISTRATIVOS DIRECCIÓN GENERAL POLICÍA MUNICIPAL. SILLERÍA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;105027,87;105027,87;0,00;0,00;105027,87;105027,87;105027,87;0,00;0,00;
;;001;067;13201;62500;2018/000124;2018/030124;" EDIFICIO ""S"" PABELLÓN DE LA PIPA. MOBILIARIO";209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;20387,29;20387,29;0,00;0,00;20387,29;20387,29;20387,29;0,00;0,00;
;;001;067;13201;62500;2018/000124;2018/040124;" EDIFICIO ""CUBO"" AV. PRINCIPAL, 6. MOBILIARIO";209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;1839,20;1839,20;0,00;0,00;1839,20;1839,20;1839,20;0,00;0,00;
;;001;067;13201;62599;2018/000638;2018/000638; DESTRUCTORAS DE SOPORTES MAGNÉTICOS PARA LOS SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;29524,00;29524,00;0,00;0,00;29524,00;29524,00;29524,00;0,00;0,00;
;;001;067;13201;62599;2018/001243;2018/001243; FUENTES REFRIGERADORAS DE AGUA PARA SERVICIOS DE LA POLICÍA MUNICIPAL. ADQUISICIÓN;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;12100,00;12100,00;4,84;0,00;12095,16;12095,16;12095,16;0,00;0,00;
;;001;067;13201;62599;2018/001285;2018/001285; EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DIRECCIÓN GENERAL POLICÍA MUNICIPAL;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;1500,00;1500,00;351,00;0,00;1149,00;1149,00;1149,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;067;13201;62600;2018/005099;2018/005099;IFS-PORTATILES TETRA PARA LOS SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;271900,00;271900,00;1817,97;0,00;270082,03;270082,03;270082,03;0,00;0,00;
;;001;067;13201;62601;2018/001177;2018/001177; EQUIPOS DE PROCESO DE DATOS PARA LOS SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;276415,00;276415,00;18534,96;0,00;257880,04;257880,04;257880,04;0,00;0,00;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;067;13201;62601;2017/000126;2017/000126; EQUIPOS DE PROCESO DE DATOS PARA LOS SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;6750,00;6750,00;73,22;0,00;6676,78;6676,78;6676,78;0,00;6676,78;
;;001;067;13201;62902;2018/000129;2018/000129; CABALLOS Y PERROS PARA LOS SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;18148,00;18148,00;0,42;0,00;18147,58;18147,58;18147,58;0,00;0,00;
;;001;067;13201;62999;2018/000124;2018/000124; EQUIPAMIENTO PARA LAS UNIDADES Y DEPENDENCIAS DE LA POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;111,06;111,06;111,06;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;067;13201;62999;2018/000124;2018/050124; EQUIPAMIENTO SECCIÓN ARMAS CENTRO INTEGRAL DE FORMACIÓN SEGURIDAD Y EMERGENCIAS;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;188,94;188,94;0,00;0,00;188,94;188,94;188,94;0,00;0,00;
;;001;067;13201;62999;2018/001242;2018/001242; CARPAS PARA INSTALAR PUESTOS DE POLICÍA MUNICIPAL EN LA VÍA PÚBLICA. ADQUISICIÓN;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;9250,00;9250,00;5,60;0,00;9244,40;9244,40;9244,40;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;067;13201;62999;2018/005279;2018/005279;IFS-UNIDADES INTEGRALES DE DISTRITO POLICÍA MUNICIPAL. CONTENEDORES ELECTRIFICADOS;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;21000,00;21000,00;2979,65;0,00;18020,35;18020,35;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;067;13201;62999;2018/006024;2018/006024;IFS-CENTRO INTEGRAL DE SEGURIDAD Y EMERGENCIAS. SISTEMA DE GRABACIÓN TETRA;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;338674,00;338674,00;0,05;0,00;338673,95;338673,95;338673,95;0,00;338673,95;
;;001;067;13201;63301;2018/001059;2018/011059; UNIDAD ATESTADOS TRÁFICO POLICÍA MUNICIPAL. SISTEMA AGUA CALIENTE SANITARIA;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;1660,06;1660,06;0,00;0,00;1660,06;1660,06;1660,06;0,00;1660,06;
4;SC Y CE FINANC. CON RTG;001;067;13201;63600;2018/005100;2018/005100;IFS-SISTEMA DE DISTRIBUCIÓN AUTOMÁTICO DE LLAMADAS PARA EL 092 DE LA POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;100000,00;100000,00;9250,00;0,00;90750,00;0,00;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;067;13201;63600;2018/005101;2018/005101;IFS-CENTRO INTEGRADO SEGURIDAD Y EMERGENCIAS. SISTEMA COMUNICACIONES  OPERADORES  POLICÍA;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;440000,00;440000,00;0,00;0,00;440000,00;0,00;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;067;13201;63601;2018/005097;2018/005097;IFS-GRABADORES TETRA PARA LOS SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;104000,00;104000,00;305,23;0,00;103694,77;103694,77;0,00;0,00;0,00;
;;001;067;13201;64100;2016/000613;2016/000613; APLICACIÓN GESTIÓN DE RECURSOS HUMANOS PARA LOS SERVICIOS DE POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;174457,00;0,00;174457,00;0,17;0,00;174456,83;174456,83;174456,83;0,00;88777,22;
;;001;067;13201;64100;2017/000802;2017/000802; APLICACIÓN PARA UNIDAD DE ATESTADOS POLICÍA MUNICIPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;24297,00;0,00;24297,00;0,20;0,00;24296,80;24296,80;24296,80;0,00;24296,80;
;;001;067;13201;64100;2018/000140;2018/000140; SISTEMA TRATAMIENTO DE EMERGENCIAS DE POLICÍA MUNICPAL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;1584435,00;-357262,08;1227172,92;716191,52;0,00;510981,40;510981,40;0,00;0,00;0,00;
