Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Descripción del proyecto;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible;Re. Pte. Util.;C. Autorizado;C. Dispuesto;Obl. Reconoc.;C. Ordenado;Pagos Real
;;001;057;93301;62200;2016/000526;2016/000526;ESCUELA INFANTIL C/EROS,2. CONSTRUCCIÓN;202;ARGANZUELA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;300.000,00;-196.408,63;103.591,37;0,00;60.366,48;43.224,89;43.224,89;42.993,44;0,00;42.993,44
;;001;057;93301;62200;2016/000528;2016/000528;ESCUELA INFANTIL C/MONASTERIO DEL PAULAR. CONSTRUCCIÓN;208;FUENCARRAL-EL PARDO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;200.000,00;-100.000,00;100.000,00;0,00;28.453,60;71.546,40;71.546,40;70.216,89;0,00;70.216,89
;;001;057;93301;62200;2016/000529;2016/000529;CENTRO DE MAYORES C/GENERAL ROMERO BASART. CONSTRUCCIÓN;210;LATINA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;400.000,00;-300.000,00;100.000,00;12.447,06;50.000,00;37.552,94;37.552,94;37.552,94;0,00;37.552,94
;;001;057;93301;62200;2016/000533;2016/000533;CENTRO DEPORTIVO LA CEBADA. CONSTRUCCIÓN;201;CENTRO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;400.000,00;-279.446,85;120.553,15;0,00;83.204,03;37.349,12;37.349,12;34.222,51;0,00;34.222,51
;;001;057;93301;62200;2016/000534;2016/000534;FACTORÍA INDUSTRIAL LA ATALAYUELA. CONSTRUCCIÓN;218;VILLA DE VALLECAS;14;SECTORES PRODUCTIVOS;01;PROMOCIÓN ECONÓMICA;;;;;;;50.000,00;-50.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2016/000537;2016/000537;CENTRO JUVENIL ZOFIO. CONSTRUCCIÓN;212;USERA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;300.000,00;-190.577,73;109.422,27;0,00;26.679,47;82.742,80;82.742,80;82.742,80;0,00;13.235,83
;;001;057;93301;62200;2016/000538;2016/000538;CENTRO DE SERVICIOS SOCIALES ENSANCHE DE VALLECAS. CONSTRUCCIÓN;218;VILLA DE VALLECAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;;;;;;;200.000,00;-100.000,00;100.000,00;0,00;4.645,14;95.354,86;95.354,86;15.957,21;0,00;15.957,21
;;001;057;93301;62200;2016/000539;2016/000539;POLIDEPORTIVO C/MISTRAL, ENSANCHE DE BARAJAS. CONSTRUCCIÓN;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;300.000,00;-200.000,00;100.000,00;0,00;72.856,51;27.143,49;27.143,49;26.194,24;0,00;26.194,24
;;001;057;93301;62200;2016/000902;2016/000902;ESCUELA DE HOSTELERÍA DE BARAJAS. CONSTRUCCIÓN;221;BARAJAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;;;;;;;450.000,00;-350.000,00;100.000,00;0,00;100.000,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000175;2017/000175;ESTUDIOS Y TRABAJOS TÉCNICOS. EDIFICIOS DE NUEVA PLANTA;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;300.000,00;-270.000,00;30.000,00;30.000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000184;2017/000184;CENTRO DEPORTIVO DE MORATALAZ. CONSTRUCCIÓN PISTAS DE PADEL, VESTUARIOS Y OFICINAS;214;MORATALAZ;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;300.000,00;-220.000,00;80.000,00;0,00;75.159,47;4.840,53;4.840,53;4.109,34;0,00;4.109,34
;;001;057;93301;62200;2017/000185;2017/000185;PABELLÓN CUBIERTO EN EL CENTRO DEPORTIVO DE VICÁLVARO. CONSTRUCCIÓN;219;VICALVARO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;400.000,00;-281.115,00;118.885,00;0,00;16.001,64;102.883,36;102.883,36;31.741,25;0,00;31.741,25
;;001;057;93301;62200;2017/000186;2017/000186;ESCUELA INFANTIL EN LA AVENIDA DE VALLADOLID. CONSTRUCCIÓN;209;MONCLOA-ARAVACA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;200.000,00;-100.000,00;100.000,00;0,00;0,00;100.000,00;73.537,84;72.209,60;0,00;72.209,60
;;001;057;93301;62200;2017/000187;2017/000187;CENTRO JUVENIL C/BRONCE. CONSTRUCCIÓN;202;ARGANZUELA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;50.000,00;0,00;50.000,00;0,00;5.453,79;44.546,21;44.546,21;0,00;0,00;0,00
;;001;057;93301;62200;2017/000189;2017/000189;UNIDAD INTEGRAL POLICÍA DISTRITO RETIRO Y CENTRO DE SALUD COMUNITARIO. CONSTRUCCIÓN;203;RETIRO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;300.000,00;-200.000,00;100.000,00;0,00;91.414,58;8.585,42;8.585,42;7.297,56;0,00;7.297,56
;;001;057;93301;62200;2017/000190;2017/000190;PARQUE DE BOMBEROS Y CENTRO DE SALUD COMUNITARIO DISTRITO DE BARAJAS. CONSTRUCCIÓN;221;BARAJAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;300.000,00;-180.000,00;120.000,00;0,00;16.881,93;103.118,07;103.118,07;13.234,50;0,00;13.234,50
;;001;057;93301;62200;2017/000191;2017/000191;PISCINA CUBIERTA C/CEA BERMUDEZ. CONSTRUCCIÓN;207;CHAMBERI;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;100.000,00;0,00;100.000,00;0,00;41.385,48;58.614,52;58.614,52;0,00;0,00;0,00
;;001;057;93301;62200;2017/000192;2017/000192;PISCINA EN EL CENTRO DEPORTIVO CERRO CABEZUELO. CONSTRUCCIÓN;213;PUENTE DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;100.000,00;-100.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000204;2017/000204;ESCUELA INFANTIL EN EL BARRIO DE VALDEBEBAS, C/ZUAZO, 34. CONSTRUCCIÓN;216;HORTALEZA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;100.000,00;0,00;100.000,00;0,00;31.360,01;68.639,99;68.639,99;46.705,48;0,00;46.705,48
;;001;057;93301;62200;2017/000205;2017/000205;EDIFICIO PLURIFUNCIONAL DISTRITO DE RETIRO, C/TELLEZ, 2. CONSTRUCCIÓN;203;RETIRO;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000207;2017/000207;ESCUELA INFANTIL EN EL BARRIO DE PACÍFICO, C/CAVANILLES. CONSTRUCCIÓN;203;RETIRO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000321;2017/000321;CENTRO DEPORTIVO EN EL BARRIO DE LAS TABLAS. CONSTRUCCIÓN;208;FUENCARRAL-EL PARDO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;200.000,00;-100.000,00;100.000,00;0,00;73.770,67;26.229,33;26.229,33;26.229,33;0,00;26.229,33
;;001;057;93301;62200;2017/000324;2017/000324;CENTRO DEPORTIVO EN EL BARRIO DE MONTECARMELO. CONSTRUCCIÓN;208;FUENCARRAL-EL PARDO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;200.000,00;-100.000,00;100.000,00;0,00;81.794,41;18.205,59;18.205,59;15.805,82;0,00;15.805,82
;;001;057;93301;62200;2017/000333;2017/000333;ESCUELA INFANTIL EN ARROYOFRESNO. CONSTRUCCIÓN;208;FUENCARRAL-EL PARDO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;50.000,00;26.611,58;76.611,58;0,00;0,00;76.611,58;76.611,58;63.084,89;0,00;63.084,89
;;001;057;93301;62200;2017/000335;2017/000335;CENTRO DE DÍA Y MAYORES COLONIA MIRASIERRA. CONSTRUCCIÓN;208;FUENCARRAL-EL PARDO;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000337;2017/000337;CENTRO DE MAYORES BARRIO CORRALEJOS-CORONALES. CONSTRUCCIÓN;221;BARAJAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;50.000,00;0,00;50.000,00;5.586,94;0,00;44.413,06;44.413,06;0,00;0,00;0,00
;;001;057;93301;62200;2017/000338;2017/000338;NAVE LOCALES POLÍGONO INDUSTRIAL DE VICÁLVARO. CONSTRUCCIÓN;219;VICALVARO;14;SECTORES PRODUCTIVOS;01;PROMOCIÓN ECONÓMICA;;;;;;;300.000,00;-220.000,00;80.000,00;0,00;80.000,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000407;2017/000407;CASA DE LA JUVENTUD EN ARAVACA, C/CAROLI C/V C/GALAXIA. CONSTRUCCIÓN;209;MONCLOA-ARAVACA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000409;2017/000409;CASA DE LA JUVENTUD EN VALDEZARZA, C/VALLE DEL SILENCIO. CONSTRUCCIÓN;209;MONCLOA-ARAVACA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;50.000,00;-50.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000411;2017/000411;CENTRO DE IGUALDAD EN VALDEZARZA, C/AÑISCLO. CONSTRUCCIÓN;209;MONCLOA-ARAVACA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;04;ATENCIÓN SOCIAL A LA MUJER;;;;;;;50.000,00;-50.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000426;2017/000426;CENTRO DE DÍA Y MAYORES MOSCARDÓ, C/CALESAS, 10. CONSTRUCCIÓN;212;USERA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;;;;;;;100.000,00;-100.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000456;2017/000456;ESCUELA INFANTIL PARQUE INGENIEROS. CONSTRUCCIÓN;217;VILLAVERDE;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;100.000,00;-20.000,00;80.000,00;50.000,00;30.000,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000457;2017/000457;CENTRO INTEGRADO SERVICIOS SOCIALES VILLAVERDE. CONSTRUCCIÓN;217;VILLAVERDE;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;;;;;;;200.000,00;-150.000,00;50.000,00;0,00;50.000,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000510;2017/000510;DEPORTIVO BÁSICO MARÍA DE VILLOTA. CONSTRUCCIÓN;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000512;2017/000512;DEPORTIVO BÁSICO BUTARQUE, UZP 1.05. CONSTRUCCIÓN;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000514;2017/000514;CENTRO DEPORTIVO PARQUE INGENIEROS. CONSTRUCCIÓN;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000515;2017/000515;"DOTACIÓN ""CIUDAD DEL SONIDO"". CONSTRUCCIÓN";217;VILLAVERDE;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;100.000,00;-100.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000516;2017/000516;ESCUELA INFANTIL C/ RODAS, 20-22. CONSTRUCCIÓN;201;CENTRO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;100.000,00;0,00;100.000,00;0,00;29.436,09;70.563,91;70.563,91;68.059,83;0,00;68.059,83
;;001;057;93301;62200;2017/000518;2017/000518;ESCUELA INFANTIL C/ CHULAPOS, 3. CONSTRUCCIÓN;202;ARGANZUELA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;50.000,00;-25.000,00;25.000,00;0,00;25.000,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000540;2017/000540;CENTRO DEPORTIVO MARQUÉS DE SAMARANCH. CONSTRUCCIÓN PISTAS;202;ARGANZUELA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;200.000,00;-135.000,00;65.000,00;0,00;65.000,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000568;2017/000568;CENTRO DE MAYORES C/ LILAS, 16. CONSTRUCCIÓN;205;CHAMARTIN;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;50.000,00;-45.000,00;5.000,00;0,00;819,72;4.180,28;4.180,28;3.176,86;0,00;3.176,86
;;001;057;93301;62200;2017/000597;2017/000597;CENTRO DE SERVICIOS SOCIALES EN SAN BLAS, C/POBLADURA DEL VALLE, 13. CONSTRUCCIÓN;220;SAN BLAS-CANILLEJAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;;;;;;;100.000,00;-20.000,00;80.000,00;0,00;80.000,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000602;2017/000602;ESCUELA INFANTIL C/CASTILLO DE CANDANCHÚ C/V. BURGUETE. CONSTRUCCIÓN;208;FUENCARRAL-EL PARDO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;200.000,00;-100.000,00;100.000,00;0,00;0,00;100.000,00;78.190,70;78.190,70;0,00;78.190,70
;;001;057;93301;62200;2017/000603;2017/000603;DEPORTIVO BÁSICO C/ OÑA. CONSTRUCCIÓN PISCINA Y PABELLÓN CUBIERTO;216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;300.000,00;-194.821,74;105.178,26;0,00;105.178,26;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000604;2017/000604;CENTRO SOCIOCULTURAL C/ALHAMBRA (ANTIGUO CAMPO FÚTBOL RACING GARVIN). CONSTRUCCIÓN;210;LATINA;10;CULTURA;03;CENTROS CULTURALES;;;;;;;100.000,00;-100.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000605;2017/000605;CENTRO DE MAYORES EN BARRIO HORCAJO, MORATALAZ. CONSTRUCCIÓN;214;MORATALAZ;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000606;2017/000606;CENTRO INTEGRADO DE ALZHEIMER Y SERVICIOS SOCIALES C/ RÍO ESMERALDA. CONSTRUCCIÓN;213;PUENTE DE VALLECAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;;;;;;;150.000,00;-14.321,00;135.679,00;0,00;135.679,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000607;2017/000607;UNIDADES INTEGRALES POLICÍA MUNICIPAL. CONSTRUCCIÓN;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;800.000,00;-620.000,00;180.000,00;80.000,00;100.000,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000609;2017/000609;PARQUE DE BOMBEROS EN EL DISTRITO DE VILLA DE VALLECAS. CONSTRUCCIÓN;218;VILLA DE VALLECAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/000615;2017/000615;CENTRO CULTURAL Y BIBLIOTECA EN EL ENSANCHE DE VALLECAS. CONSTRUCCIÓN;218;VILLA DE VALLECAS;10;CULTURA;03;CENTROS CULTURALES;;;;;;;100.000,00;-100.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/001421;2017/001421;CENTRO DEPORTIVO VICÁLVARO. CONSTRUCCIÓN CUBIERTA PARA PISCINA Y PISTAS;219;VICALVARO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;3.577,97;3.577,97;0,04;0,00;3.577,93;3.577,93;3.577,93;0,00;0,00
;;001;057;93301;62200;2017/001422;2017/001422;FACTORÍA INDUSTRIAL EN EL DISTRITO VILLA DE VALLECAS. CONSTRUCCIÓN;218;VILLA DE VALLECAS;14;SECTORES PRODUCTIVOS;01;PROMOCIÓN ECONÓMICA;;;;;;;0,00;30.000,00;30.000,00;0,00;30.000,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/007001;2017/007001;CENTROS DE ACOGIDA A PERSONAS SIN HOGAR. CONSTRUCCIÓN (ID: 796);998;VARIOS DISTRITOS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;06;PERSONAS SIN HOGAR;;;;;18;PRESUPUESTOS PARTICIPATIVOS;300.000,00;-220.000,00;80.000,00;0,00;80.000,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;62200;2017/007002;2017/007002;ESCUELA INFANTIL EN SANCHINARRO. CONSTRUCCIÓN (ID: 926);216;HORTALEZA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;300.000,00;-200.000,00;100.000,00;0,00;25.981,19;74.018,81;74.018,81;74.018,81;0,00;74.018,81
;;001;057;93301;62200;2017/007005;2017/007005;CENTRO DE DÍA Y ALZHEIMER, A.P.E. 10.02. (ALUCHE). CONSTRUCCIÓN (ID: 2389);210;LATINA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;300.000,00;-200.000,00;100.000,00;0,00;43.403,81;56.596,19;56.596,19;22.262,02;0,00;11.076,10
;;001;057;93301;62200;2017/007012;2017/007012;DEPORTIVO BÁSICO OÑA-SANCHINARRO. CONSTRUCCIÓN PISTAS DEPORTIVAS (ID: 4903);216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;500.000,00;-384.524,45;115.475,55;0,00;0,00;115.475,55;115.475,55;115.475,31;0,00;115.475,31
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;057;93301;62200;2017/000188;2017/000188;CENTRO DEPORTIVO EN BARRIO LEGAZPI, C/RICARDO DAMAS. CONSTRUCCIÓN;202;ARGANZUELA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;300.000,00;-220.000,00;80.000,00;80.000,00;0,00;0,00;0,00;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;057;93301;62200;2017/000193;2017/000193;CENTRO DE DÍA Y MAYORES EN EL PASEO DE LA DIRECCIÓN. CONSTRUCCIÓN;206;TETUAN;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;50.000,00;0,00;50.000,00;50.000,00;0,00;0,00;0,00;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;057;93301;62200;2017/000194;2017/000194;ESCUELA INFANTIL EN EL PASEO DE LA DIRECCIÓN. CONSTRUCCIÓN;206;TETUAN;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;50.000,00;0,00;50.000,00;50.000,00;0,00;0,00;0,00;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;057;93301;62200;2017/000195;2017/000195;EDIFICIO DOTACIONAL C/EDUARDO MORALES, 28. CONSTRUCCIÓN;211;CARABANCHEL;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;200.000,00;-20.000,00;180.000,00;80.000,00;100.000,00;0,00;0,00;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;057;93301;62200;2017/000196;2017/000196;ESCUELA INFANTIL MOSCARDÓ. CONSTRUCCIÓN;212;USERA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;300.000,00;-200.000,00;100.000,00;0,00;0,00;100.000,00;61.117,29;60.752,06;0,00;60.752,06
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;057;93301;62200;2017/000198;2017/000198;ESCUELA DE MÚSICA C/CORREGIDOR DIEGO VALDERRÁBANO. CONSTRUCCIÓN;214;MORATALAZ;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;300.000,00;-20.000,00;280.000,00;80.000,00;200.000,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2010/000171;2015/000531;CENTRO DEPORTIVO LAS CRUCES. SUBSANACIÓN DE PATOLOGÍAS;210;LATINA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;137.780,54;137.780,54;0,00;0,00;137.780,54;137.780,54;137.780,54;0,00;137.780,54
;;001;057;93301;63200;2013/000384;2013/000384;PABELLONES 47, 49 Y 29 CASA DE CAMPO. REHABILITACIÓN PARA CIUDAD DE LA SEGURIDAD;209;MONCLOA-ARAVACA;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;1.183.994,00;1.183.994,00;0,09;0,00;1.183.993,91;1.183.993,91;1.183.993,91;0,00;1.183.993,91
;;001;057;93301;63200;2015/000189;2015/000189;OBRAS DERIVADAS DE LA INSPECCIÓN TÉCNICA DE EDIFICIOS Y REGLAMENTO BAJA TENSIÓN;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;3.880.813,00;-3.876.328,01;4.484,99;4.484,99;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2015/000189;2015/090189;CENTRO DEPORTIVO MOSCARDÓ. OBRAS DERIVADAS DE LA INSPECCIÓN TÉCNICA DE EDIFICIOS;212;USERA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;328.252,59;328.252,59;0,00;0,00;328.252,59;328.252,59;328.252,59;0,00;328.252,59
;;001;057;93301;63200;2015/000189;2016/000656;EDIFICIO CABALLERIZAS FINCA TORRE ARIAS. OBRAS DERIVADAS INSPECCIÓN TÉCNICA EDIFICIOS;220;SAN BLAS-CANILLEJAS;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0,00;121.308,64;121.308,64;0,00;0,00;121.308,64;121.308,64;112.795,23;0,00;112.795,23
;;001;057;93301;63200;2015/000189;2016/000789;PALACIO FINCA TORRE ARIAS. OBRAS DERIVADAS INSPECCIÓN TÉCNICA EDIFICIOS;220;SAN BLAS-CANILLEJAS;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0,00;572.674,45;572.674,45;0,00;0,00;572.674,45;572.674,45;572.674,43;0,00;572.674,43
;;001;057;93301;63200;2015/000189;2016/000865;EDIFICIO CASETA GUARDA FINCA TORRE ARIAS. OBRAS DERIVADAS INSPECCIÓN TÉCNICA EDIFICIOS;220;SAN BLAS-CANILLEJAS;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0,00;146.234,09;146.234,09;0,00;0,00;146.234,09;146.234,09;143.167,93;0,00;143.167,93
;;001;057;93301;63200;2015/000189;2016/000905;EDIFICIO CASA DE LA DUQUESA DE SUECA. OBRAS DERIVADAS INSPECCIÓN TÉCNICA DE EDIFICIOS;201;CENTRO;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0,00;3.568.475,64;3.568.475,64;0,00;0,00;3.568.475,64;3.568.475,64;2.954.099,19;0,00;2.543.685,19
;;001;057;93301;63200;2015/000189;2016/000925;CANTÓN LIMPIEZA C/ MARÍA ODIAGA, 1. OBRAS REGLAMENTO ELECTROTÉCNICO DE BAJA TENSIÓN;211;CARABANCHEL;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;112.611,15;112.611,15;0,00;0,00;112.611,15;112.611,15;102.208,98;0,00;102.208,98
