Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Descripción del proyecto;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible;Re. Pte. Util.;C. Autorizado;C. Dispuesto;Obl. Reconoc.;C. Ordenado;Pagos Real
;;001;025;92501;62500;2015/000389;2015/010389;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DISTRITO CENTRO;201;CENTRO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;025;92501;62500;2015/000389;2015/030389;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DISTRITO SALAMANCA;204;SALAMANCA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;025;92501;62500;2015/000389;2015/050389;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DISTRITO CHAMBERÍ;207;CHAMBERI;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;025;92501;62500;2015/000389;2015/060389;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DISTRITO FUENCARRAL;208;FUENCARRAL-EL PARDO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;025;92501;62500;2015/000389;2015/080389;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DISTRITO LATINA;210;LATINA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;025;92501;62500;2015/000389;2015/090389;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DISTRITO CARABANCHEL;211;CARABANCHEL;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;025;92501;62500;2015/000389;2015/100389;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DISTRITO USERA;212;USERA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;025;92501;62500;2015/000389;2015/110389;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DISTRITO PUENTE DE VALLECAS;213;PUENTE DE VALLECAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;025;92501;62500;2015/000389;2015/130389;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LINEA MADRID DISTRITO CIUDAD LINEAL;215;CIUDAD LINEAL;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;025;92501;62500;2015/000389;2015/140389;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DISTRITO HORTALEZA;216;HORTALEZA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;025;92501;62500;2015/000389;2015/150389;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID SANCHINARRO;216;HORTALEZA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;025;92501;62500;2015/000389;2015/160389;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DISTRITO VILLAVERDE;217;VILLAVERDE;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;025;92501;62500;2015/000389;2015/170389;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DISTRITO SAN BLAS-CANILLEJAS;220;SAN BLAS-CANILLEJAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;025;92501;62500;2015/000389;2015/180389;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DISTRITO BARAJAS;221;BARAJAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;025;93100;62301;2015/000113;2015/000113;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DE ECONOMÍA, HACIENDA Y ADMINISTRACIÓN PÚBLICA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;35.000,00;0,00;35.000,00;15.863,85;0,00;19.136,15;19.136,15;19.136,15;0,00;19.136,15
;;001;025;93100;62500;2015/000113;2015/000113;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DE ECONOMÍA, HACIENDA Y ADMINISTRACIÓN PÚBLICA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;1.000,00;2.750,00;3.750,00;1.184,80;0,00;2.565,20;2.565,20;2.565,20;0,00;2.565,20
;;001;025;93100;63599;2015/000456;2015/000456;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DE ECONOMÍA Y HACIENDA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;750,00;750,00;203,00;0,00;547,00;547,00;547,00;0,00;547,00
;;001;025;93301;62200;2006/000024;2006/000024;PABELLÓN CUBIERTO PARA PISTA DE ATLETISMO EN  LATINA. CONSTRUCCIÓN;210;LATINA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;3.807.877,00;1.465.616,89;5.273.493,89;0,40;0,00;5.273.493,49;5.273.493,49;5.273.493,48;0,00;5.273.493,48
;;001;025;93301;62200;2013/000122;2013/000122;DEPORTIVO BÁSICO BARRIO BUTARQUE C/ESTEFANITA. CONSTRUCCIÓN;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;19.239,63;19.239,63;0,00;0,00;19.239,63;19.239,63;19.239,58;0,00;19.239,58
;;001;025;93301;62200;2014/000180;2014/000180;PARQUE DE BOMBEROS Y SAMUR C/SAN BERNARDO, 68. CONSTRUCCIÓN;201;CENTRO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;2.519.373,00;-32.848,99;2.486.524,01;0,00;0,00;2.486.524,01;2.486.524,01;2.486.523,96;0,00;1.756.777,56
;;001;025;93301;62200;2014/000442;2014/000442;CENTRO DE MAYORES C/ PEZ AUSTRAL, BARRIO DE LA ESTRELLA. CONSTRUCCIÓN;203;RETIRO;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;0,00;83.111,76;83.111,76;18.982,73;0,00;64.129,03;64.129,03;9.375,29;0,00;9.375,29
;;001;025;93301;62200;2015/000187;2015/000187;OFICINAS MUNICIPALES EN C/ÁNCORA, 41. CONSTRUCCIÓN;202;ARGANZUELA;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;200.020,00;-200.020,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;025;93301;62200;2015/000188;2015/000188;ESTUDIOS Y TRABAJOS TÉCNICOS PARA IMPLANTACIÓN NUEVOS SERVICIOS O EQUIPAMIENTOS MUNICIPALES;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;150.000,00;-149.099,29;900,71;900,71;0,00;0,00;0,00;0,00;0,00;0,00
;;001;025;93301;62200;2015/000225;2015/000225;CENTRO DE MAYORES C/ PEZ AUSTRAL, BARRIO DE LA ESTRELLA. CONSTRUCCIÓN;203;RETIRO;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;500.000,00;-500.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;025;93301;62799;2015/000112;2015/000112;ADECUACIÓN REDES DE SERVICIOS EN EDIFICIOS MUNICIPALES;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;100.000,00;-99.986,15;13,85;13,85;0,00;0,00;0,00;0,00;0,00;0,00
;;001;025;93301;62799;2015/000112;2015/010112;COMPLEJO EDIFICACIONES AV. TRECE ROSAS S/N. CENTRO DE TRANSFORMACIÓN;215;CIUDAD LINEAL;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;60.260,88;60.260,88;0,00;0,00;60.260,88;60.260,88;60.260,88;0,00;60.260,88
;;001;025;93301;62799;2015/000112;2015/020112;EDIFICIO Pº DE LA CHOPERA, 41. ADECUACIÓN REDES DE SERVICIO;202;ARGANZUELA;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;39.480,85;39.480,85;0,00;0,00;39.480,85;39.480,85;0,00;0,00;0,00
;;001;025;93301;62799;2015/000112;2015/030112;EDIFICIO C/ SAN BERNARDO, 68. CENTRO DE TRANSFORMACIÓN;201;CENTRO;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;244,42;244,42;0,00;0,00;244,42;244,42;244,42;0,00;0,00
;;001;025;93301;63200;2004/000146;2004/000146;PALACIO DE COMUNICACIONES CIBELES. ADECUACIÓN;203;RETIRO;10;CULTURA;03;CENTROS CULTURALES;;;;;;;0,00;347.442,03;347.442,03;0,00;0,00;347.442,03;347.442,03;347.442,03;0,00;347.442,03
;;001;025;93301;63200;2010/000171;2010/000171;OBRAS SUBSANACIÓN DE PATOLOGÍAS EN EDIFICIOS MUNICIPALES;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;907.192,00;-907.145,39;46,61;46,61;0,00;0,00;0,00;0,00;0,00;0,00
;;001;025;93301;63200;2010/000171;2014/000324;EDIFICIO PALACIO DUQUESA DE SUECA. SUBSANACIÓN DE PATOLOGÍAS;201;CENTRO;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0,00;100.135,95;100.135,95;0,00;0,00;100.135,95;100.135,95;100.135,57;0,00;100.135,57
;;001;025;93301;63200;2010/000171;2014/000328;CASA DE LA PANADERÍA, PZA. MAYOR, 27. SUBSANACIÓN DE PATOLOGÍAS;201;CENTRO;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;113.562,96;113.562,96;0,00;0,00;113.562,96;113.562,96;113.562,94;0,00;113.562,94
;;001;025;93301;63200;2010/000171;2014/000329;CENTRO CULTURAL Y JUVENIL MORATALAZ. SUBSANACIÓN DE PATOLOGÍAS;214;MORATALAZ;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;0,00;60.250,00;60.250,00;0,00;0,00;60.250,00;60.250,00;60.250,00;0,00;0,00
;;001;025;93301;63200;2010/000171;2014/000360;CENTRO DEPORTIVO ENTREVÍAS, C/ RONDA DEL SUR, 4. SUBSANACIÓN DE PATOLOGÍAS;213;PUENTE DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;70.191,59;70.191,59;0,00;0,00;70.191,59;70.191,59;70.191,58;0,00;70.191,58
;;001;025;93301;63200;2010/000171;2014/000361;CENTRO DEPORTIVO FERNANDO MARTÍN. SUBSANACIÓN DE PATOLOGÍAS;209;MONCLOA-ARAVACA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;88.575,57;88.575,57;0,00;0,00;88.575,57;88.575,57;88.575,57;0,00;88.575,57
;;001;025;93301;63200;2010/000171;2014/000366;EDIFICIO PARQUE AUTOMOVILÍSTICO, Pº PONTONES, 23. SUBSANACIÓN DE PATOLOGÍAS;202;ARGANZUELA;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;21.371,26;21.371,26;0,00;0,00;21.371,26;21.371,26;21.371,26;0,00;21.371,26
;;001;025;93301;63200;2010/000171;2014/000437;CENTRO DEPORTIVO VALLEHERMOSO, C/ ISLAS FILIPINAS, 7. SUBSANACIÓN DE PATOLOGÍAS;207;CHAMBERI;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;21.564,04;21.564,04;0,00;0,00;21.564,04;21.564,04;21.564,04;0,00;21.564,04
;;001;025;93301;63200;2010/000171;2014/000462;PABELLÓN MAYORALES CASA DE CAMPO. SUBSANACIÓN DE PATOLOGÍAS;209;MONCLOA-ARAVACA;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;34.972,89;34.972,89;0,00;0,00;34.972,89;34.972,89;34.972,63;0,00;34.972,63
;;001;025;93301;63200;2010/000171;2015/000280;LOCAL PASEO DE LOS OLMOS, 20. SUBSANACIÓN DE PATOLOGÍAS;202;ARGANZUELA;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0,00;109.861,67;109.861,67;0,00;0,00;109.861,67;109.861,67;109.861,66;0,00;109.861,66
;;001;025;93301;63200;2010/000171;2015/000315;EDIFICIO TORRE ARIAS, C/ ALCALÁ, 551. SUBSANACIÓN DE PATOLOGÍAS;220;SAN BLAS-CANILLEJAS;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0,00;20.000,19;20.000,19;0,00;0,00;20.000,19;20.000,19;19.964,44;0,00;19.964,44
;;001;025;93301;63200;2010/000171;2015/000369;EDIFICIO ESCUELAS PÍAS DE SAN FERNANDO, C/TRIBULETE, 14. SUBSANACIÓN DE PATOLOGÍAS;201;CENTRO;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0,00;105.606,55;105.606,55;0,00;0,00;105.606,55;105.606,55;105.606,55;0,00;105.606,55
;;001;025;93301;63200;2010/000171;2015/000382;CENTRO DEPORTIVO LA CONCEPCIÓN. SUBSANACIÓN DE PATOLOGÍAS;215;CIUDAD LINEAL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;29.987,19;29.987,19;0,00;0,00;29.987,19;29.987,19;27.968,82;0,00;27.968,82
;;001;025;93301;63200;2010/000171;2015/000397;EDIFICIO C/ GUATEMALA, 24. SUBSANACIÓN DE PATOLOGÍAS;205;CHAMARTIN;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0,00;156.907,43;156.907,43;0,00;0,00;156.907,43;156.907,43;156.907,43;0,00;156.907,43
;;001;025;93301;63200;2010/000171;2015/000522;EDIFICIO FRONTON BETI-JAI. C/ MARQUÉS DE RISCAL, 7. SUBSANACIÓN PATOLOGÍAS;207;CHAMBERI;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0,00;100.000,00;100.000,00;0,00;0,00;100.000,00;100.000,00;100.000,00;0,00;0,00
;;001;025;93301;63200;2010/000171;2015/000531;CENTRO DEPORTIVO LAS CRUCES. SUBSANACIÓN DE PATOLOGÍAS;210;LATINA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;249.300,00;249.300,00;0,00;0,00;249.300,00;249.300,00;0,00;0,00;0,00
;;001;025;93301;63200;2010/000171;2015/000532;FACTORÍA INDUSTRIAL DE VICÁLVARO. SUBSANACIÓN DE PATOLOGÍAS;219;VICALVARO;14;SECTORES PRODUCTIVOS;01;PROMOCIÓN ECONÓMICA;;;;;;;0,00;139.990,42;139.990,42;0,00;0,00;139.990,42;139.990,42;57.065,31;0,00;0,00
;;001;025;93301;63200;2010/000171;2015/000534;COLEGIO PÚBLICO CARLOS V. SUBSANACIÓN DE PATOLOGÍAS;215;CIUDAD LINEAL;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;3.824,24;3.824,24;0,00;0,00;3.824,24;3.824,24;3.824,24;0,00;0,00
;;001;025;93301;63200;2010/000171;2015/000535;AULA DE NATURALEZA PALACIO VALDÉS, TRES CANTOS. SUBSANACIÓN DE PATOLOGÍAS;999;NO DISTRITALIZABLE;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;;;;;;;0,00;35.462,75;35.462,75;0,00;0,00;35.462,75;35.462,75;35.462,75;0,00;0,00
;;001;025;93301;63200;2010/000171;2015/000540;CENTRO ATENCIÓN DROGODEPENDIENTES C/ FÚCAR, 8. SUBSANACIÓN DE PATOLOGÍAS;201;CENTRO;04;SALUD PÚBLICA;03;DROGODEPENDECIAS;;;;;;;0,00;17.696,36;17.696,36;0,00;0,00;17.696,36;17.696,36;4.866,66;0,00;0,00
;;001;025;93301;63200;2010/000171;2015/000564;BIBLIOTECA PÚBLICA FRANCISCO AYALA. SUBSANACIÓN DE PATOLOGÍAS;219;VICALVARO;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;0,00;41.600,00;41.600,00;0,00;0,00;41.600,00;41.600,00;23.075,83;0,00;0,00
;;001;025;93301;63200;2013/000121;2013/000121;EDIFICIO Pº DE LA CHOPERA, 41. OBRAS DE ADAPTACIÓN;202;ARGANZUELA;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;5.227.687,00;-1.828.985,55;3.398.701,45;0,00;5.192,40;3.393.509,05;3.393.509,05;3.393.509,04;0,00;3.393.509,04
;;001;025;93301;63200;2013/000164;2013/000164;OBRAS CONSERVACIÓN Y MANTENIMIENTO EN EDIFICIOS MUNICIPALES;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;3.202.377,00;-3.072.596,40;129.780,60;129.780,60;0,00;0,00;0,00;0,00;0,00;0,00
;;001;025;93301;63200;2013/000164;2014/000188;EDIFICIO C/ PRÍNCIPE DE VERGARA, 140. REFORMA PLANTAS 3ª Y 4ª;205;CHAMARTIN;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;29.230,01;29.230,01;0,00;0,00;29.230,01;29.230,01;29.230,01;0,00;29.230,01
;;001;025;93301;63200;2013/000164;2014/000298;RESIDENCIA NUESTRA SEÑORA DE LA PALOMA. CERCEDILLA. OBRAS DE CONSERVACIÓN;999;NO DISTRITALIZABLE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;1.287,45;1.287,45;0,00;0,00;1.287,45;1.287,45;1.287,39;0,00;1.287,39
;;001;025;93301;63200;2013/000164;2014/000321;CENTRAL SAMUR SOCIAL. ADECUACIÓN FACHADAS, CUBIERTAS Y LUCERNARIO;201;CENTRO;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;08;SAMUR - SOCIAL;;;;;;;0,00;227.256,24;227.256,24;0,00;0,00;227.256,24;227.256,24;227.243,64;0,00;227.243,64
;;001;025;93301;63200;2013/000164;2014/000448;EDIFICIO PLAZA MAYOR DE VILLAVERDE, 5. OBRAS DE ADECUACIÓN;217;VILLAVERDE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;23.494,31;23.494,31;0,00;0,00;23.494,31;23.494,31;23.494,29;0,00;23.494,29
;;001;025;93301;63200;2013/000164;2015/000488;EDIFICIO PALACIO DE CIBELES. OBRAS DE ACONDICIONAMIENTO ACÚSTICO;203;RETIRO;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;84.655,23;84.655,23;0,00;0,00;84.655,23;84.655,23;84.655,23;0,00;84.655,23
;;001;025;93301;63200;2013/000164;2015/000525;EDIFICIO PALACIO DE CIBELES. REFORMA GABINETE DE RADIO;203;RETIRO;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;341.720,67;341.720,67;0,00;0,00;341.720,67;341.720,67;341.720,67;0,00;0,00
;;001;025;93301;63200;2013/000164;2015/000562;EDIFICIO Pº DE LA CHOPERA, 41. ADAPTACIÓN ESPACIOS INTERIORES Y OTRAS REFORMAS;202;ARGANZUELA;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;39.851,43;39.851,43;0,00;0,00;39.851,43;39.851,43;39.851,43;0,00;0,00
;;001;025;93301;63200;2013/000164;2015/000565;EDIFICIO PASEO DE LA CHOPERA, 41. INSTALACIÓN ESTORES MOTORIZADOS;202;ARGANZUELA;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;27.290,78;27.290,78;0,00;0,00;27.290,78;27.290,78;27.290,78;0,00;0,00
;;001;025;93301;63200;2013/000164;2015/000566;EDIFICIO C/ BUSTAMANTE, 16. ADECUACIÓN DE ESPACIOS;202;ARGANZUELA;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;10.000,00;10.000,00;0,00;0,00;10.000,00;10.000,00;10.000,00;0,00;0,00
;;001;025;93301;63200;2013/000164;2015/000568;DEPORTIVO BÁSICO ABRANTES, C/ VÍA LUSITANA, 90. DEMOLICIÓN CASETA DE VESTUARIOS;211;CARABANCHEL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;15.239,08;15.239,08;0,00;0,00;15.239,08;15.239,08;15.239,08;0,00;0,00
;;001;025;93301;63200;2013/000164;2015/000576;PABELLÓN ATLETISMO GALLUR. GRADERÍO FIJO E ILUMINACIÓN DE COMPETICIÓN;210;LATINA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;61.644,21;61.644,21;0,00;0,00;61.644,21;61.644,21;59.978,01;0,00;0,00
;;001;025;93301;63200;2013/000384;2013/000384;PABELLONES 47, 49 Y 29 CASA DE CAMPO. REHABILITACIÓN PARA CIUDAD DE LA SEGURIDAD;209;MONCLOA-ARAVACA;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;4.650.000,00;900.000,00;5.550.000,00;900.000,00;0,00;4.650.000,00;4.650.000,00;4.650.000,00;0,00;4.650.000,00
;;001;025;93301;63200;2014/000172;2014/000172;PISCINA DEL LAGO DEL CENTRO DEPORTIVO DE LA CASA DE CAMPO. REPARACIÓN;209;MONCLOA-ARAVACA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;1.275.000,00;-299.188,48;975.811,52;0,00;88.710,14;887.101,38;887.101,38;887.101,35;0,00;509.867,82
;;001;025;93301;63200;2014/000176;2014/000176;UNIDAD INTEGRAL POLICÍA DISTRITO DE SALAMANCA,C/PEDRO HEREDIA, 36. IMPLANTACIÓN;204;SALAMANCA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;1.000.000,00;-211.782,18;788.217,82;0,00;1,46;788.216,36;788.216,36;788.216,24;0,00;716.561,54
;;001;025;93301;63200;2014/000179;2014/000179;EDIFICIO PLAZA DE LA VILLA, 5. OBRAS DE ADAPTACIÓN DE ESPACIOS;201;CENTRO;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;1.900.000,00;-582.226,51;1.317.773,49;84.193,19;0,00;1.233.580,30;1.233.580,30;1.233.580,30;0,00;584.193,70
;;001;025;93301;63200;2014/007190;2014/007190;EDIFICIO MADRID SALUD C/ ALBERTO AGUILERA, 20. INSPECCIÓN TÉCNICA DE EDIFICIOS;207;CHAMBERI;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;;;;;;;0,00;21.952,82;21.952,82;0,00;0,00;21.952,82;21.952,82;21.952,82;0,00;21.952,82
;;001;025;93301;63200;2014/007207;2014/007207;PALACIO DE VARGAS PUENTE DEL REY, CASA DE CAMPO. REFORMA DE CUBIERTAS;209;MONCLOA-ARAVACA;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0,00;81.221,33;81.221,33;0,00;0,00;81.221,33;81.221,33;74.780,47;0,00;74.780,47
;;001;025;93301;63200;2014/007249;2014/007249;EDIFICIO PASEO DE PONTONES, 25. ACONDICIONAMIENTO DEPENDENCIAS;202;ARGANZUELA;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;18.385,94;18.385,94;0,00;0,00;18.385,94;18.385,94;18.385,94;0,00;18.385,94
;;001;025;93301;63200;2014/007251;2014/007251;PABELLÓN MAYORALES, RECINTO FERIAL CASA DE CAMPO. ACONDICIONAMIENTO DEPENDENCIAS;209;MONCLOA-ARAVACA;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;56.158,27;56.158,27;0,00;0,00;56.158,27;56.158,27;56.158,27;0,00;56.158,27
